pair_id,source_statement_id,concept,label,variant_index,cosine,threshold,recommended_threshold,predicted_match,expected_match,correct_at_threshold,text_a,text_b
sem_0006_unrelated,sem_0006,continuity_of_paths,unrelated,2,0.252029,0.415000,0.415000,False,False,True,plus the assumption of continuity of paths,The random time tau is bounded.
sem_0007_equivalent,sem_0007,kolmogorov_continuity_theorem,equivalent,1,0.781545,0.415000,0.415000,True,True,True,by taking the continuous version via Kolmogorov's theorem,Kolmogorov's continuity theorem gives a continuous modification of the process.
sem_0007_equivalent,sem_0007,kolmogorov_continuity_theorem,equivalent,2,0.688705,0.415000,0.415000,True,True,True,by taking the continuous version via Kolmogorov's theorem,The Kolmogorov-Chentsov theorem provides conditions under which a stochastic process has a continuous version.
sem_0007_unrelated,sem_0007,kolmogorov_continuity_theorem,unrelated,1,0.336567,0.415000,0.415000,False,False,True,by taking the continuous version via Kolmogorov's theorem,Brownian motion has independent increments.
sem_0007_unrelated,sem_0007,kolmogorov_continuity_theorem,unrelated,2,0.375788,0.415000,0.415000,False,False,True,by taking the continuous version via Kolmogorov's theorem,A bounded stopping time is dominated by a finite deterministic bound.
sem_0008_equivalent,sem_0008,brownian_law_of_large_numbers,equivalent,1,0.589937,0.415000,0.415000,True,True,True,Hence by the law of large numbers for Brownian motion,"For Brownian motion, W_t divided by t converges to zero almost surely as t goes to infinity."
sem_0008_equivalent,sem_0008,brownian_law_of_large_numbers,equivalent,2,0.629581,0.415000,0.415000,True,True,True,Hence by the law of large numbers for Brownian motion,The long-time average growth rate of Brownian motion vanishes almost surely.
sem_0008_unrelated,sem_0008,brownian_law_of_large_numbers,unrelated,1,0.547504,0.415000,0.415000,True,False,False,Hence by the law of large numbers for Brownian motion,"For Brownian motion, increments over disjoint intervals are independent."
sem_0008_unrelated,sem_0008,brownian_law_of_large_numbers,unrelated,2,0.329675,0.415000,0.415000,False,False,True,Hence by the law of large numbers for Brownian motion,Kolmogorov's theorem can be used to obtain continuous sample paths.
sem_0009_equivalent,sem_0009,brownian_time_inversion,equivalent,1,0.770421,0.415000,0.415000,True,True,True,compute $\lim_{t \to 0^+} t W_{1/t}$,Study the limit at zero of the time-inverted Brownian motion t W_{1/t}.
sem_0009_equivalent,sem_0009,brownian_time_inversion,equivalent,2,0.662735,0.415000,0.415000,True,True,True,compute $\lim_{t \to 0^+} t W_{1/t}$,Use Brownian time inversion to analyze t W(1/t) as t tends to zero.
sem_0009_unrelated,sem_0009,brownian_time_inversion,unrelated,1,0.230604,0.415000,0.415000,False,False,True,compute $\lim_{t \to 0^+} t W_{1/t}$,A centered Gaussian process has mean zero.
sem_0009_unrelated,sem_0009,brownian_time_inversion,unrelated,2,0.179517,0.415000,0.415000,False,False,True,compute $\lim_{t \to 0^+} t W_{1/t}$,The optional stopping theorem applies to martingales at stopping times.
sem_0010_equivalent,sem_0010,bounded_stopping_time,equivalent,1,0.878210,0.415000,0.415000,True,True,True,$\tau$ is a bounded stopping time,Tau is a stopping time bounded by a deterministic finite constant.
sem_0010_equivalent,sem_0010,bounded_stopping_time,equivalent,2,0.560538,0.415000,0.415000,True,True,True,$\tau$ is a bounded stopping time,There exists M such that tau is less than or equal to M almost surely.
sem_0010_unrelated,sem_0010,bounded_stopping_time,unrelated,1,0.183343,0.415000,0.415000,False,False,True,$\tau$ is a bounded stopping time,Brownian motion has Gaussian increments.
sem_0010_unrelated,sem_0010,bounded_stopping_time,unrelated,2,0.179567,0.415000,0.415000,False,False,True,$\tau$ is a bounded stopping time,The distribution of increments depends only on elapsed time.
sem_0011_equivalent,sem_0011,martingale_property,equivalent,1,0.648833,0.415000,0.415000,True,True,True,$(W_t)_{t\geq 0}$ is a martingale.,Brownian motion is a martingale with respect to its natural filtration.
sem_0011_equivalent,sem_0011,martingale_property,equivalent,2,0.646974,0.415000,0.415000,True,True,True,$(W_t)_{t\geq 0}$ is a martingale.,"For s <= t, the conditional expectation E[W_t | F_s] equals W_s."
sem_0011_unrelated,sem_0011,martingale_property,unrelated,1,0.338266,0.415000,0.415000,False,False,True,$(W_t)_{t\geq 0}$ is a martingale.,Kolmogorov's theorem gives a continuous modification.
sem_0011_unrelated,sem_0011,martingale_property,unrelated,2,0.483564,0.415000,0.415000,True,False,False,$(W_t)_{t\geq 0}$ is a martingale.,Brownian time inversion studies t W_{1/t} near zero.
sem_0012_equivalent,sem_0012,doob_optional_stopping_theorem,equivalent,1,0.800379,0.415000,0.415000,True,True,True,Apply Doob's optional stopping theorem to $(W_t)_{t\geq 0}$ at $\tau$,Use optional stopping for the martingale W_t at the bounded stopping time tau.
sem_0012_equivalent,sem_0012,doob_optional_stopping_theorem,equivalent,2,0.823291,0.415000,0.415000,True,True,True,Apply Doob's optional stopping theorem to $(W_t)_{t\geq 0}$ at $\tau$,"By Doob's optional stopping theorem, E[W_tau] equals E[W_0] under the bounded stopping time condition."
sem_0012_unrelated,sem_0012,doob_optional_stopping_theorem,unrelated,1,0.284000,0.415000,0.415000,False,False,True,Apply Doob's optional stopping theorem to $(W_t)_{t\geq 0}$ at $\tau$,The increments of Brownian motion are normally distributed.
sem_0012_unrelated,sem_0012,doob_optional_stopping_theorem,unrelated,2,0.178876,0.415000,0.415000,False,False,True,Apply Doob's optional stopping theorem to $(W_t)_{t\geq 0}$ at $\tau$,The process is centered Gaussian.
