call1_model,strategy,cases,expected_cases,found_cases,missing_cases,generation_coverage,D1_mean_best_score,D1_coverage,D1_precision,D1_f1,D2_mean_best_score,D2_coverage,D2_precision,D2_f1,D3_mean_best_score,D3_coverage,D3_precision,D3_f1,D4_order_score,D4_order_coverage,D4_strict_order_score,overall_mean_score,overall_with_D4_score,end_to_end_overall_mean_score,end_to_end_overall_with_D4_score,D1_global_assumption_mean_best_score,D1_global_assumption_recall,D1_global_assumption_precision,D1_global_assumption_f1,D1_local_assumption_mean_best_score,D1_local_assumption_recall,D1_local_assumption_precision,D1_local_assumption_f1,D1_gt_precondition_mean_best_score,D1_gt_precondition_recall,D1_gt_precondition_precision,D1_gt_precondition_f1,D1_previous_outcome_mean_best_score,D1_previous_outcome_recall,D1_previous_outcome_precision,D1_previous_outcome_f1
llama3.1-8b,seq,2,2,2,0,1.000000,0.483492,0.347222,1.000000,0.507692,0.205741,0.200000,0.375000,0.260869,0.613113,0.850000,1.000000,0.911764,1.000000,0.583333,0.583333,0.434115,0.471420,0.434115,0.471420,0.000000,0.000000,0.000000,0.000000,0.922678,1.000000,1.000000,1.000000,0.568935,0.392857,1.000000,0.555555,0.400985,0.083334,0.500000,0.142857
llama3.2-1b,acc,2,2,2,0,1.000000,0.559192,0.558334,1.000000,0.710345,0.203622,0.100000,0.250000,0.142857,0.575182,0.550000,0.750000,0.583333,0.500000,0.583333,0.500000,0.445999,0.459499,0.445999,0.459499,0.305818,0.500000,0.333333,0.400000,0.987582,1.000000,0.666667,0.800000,0.579221,0.625000,1.000000,0.761905,0.470438,0.166666,0.500000,0.250000
llama3.2-1b,gtf,2,2,2,0,1.000000,0.622667,0.633333,0.937500,0.755932,0.145440,0.150000,0.250000,0.187500,0.683121,0.750000,0.937500,0.818182,0.500000,0.500000,0.500000,0.483743,0.487807,0.483743,0.487807,0.357502,0.500000,0.500000,0.500000,0.892630,1.000000,1.000000,1.000000,0.658440,0.696429,0.937500,0.799160,0.544022,0.250000,0.428571,0.315790
llama3.2-1b,self,2,2,2,0,1.000000,0.515552,0.472222,1.000000,0.641026,0.099381,0.100000,0.500000,0.166666,0.633052,0.700000,1.000000,0.785714,0.500000,0.500000,0.500000,0.415995,0.436997,0.415995,0.436997,0.000000,0.000000,0.000000,0.000000,0.961339,1.000000,1.000000,1.000000,0.561762,0.535714,1.000000,0.696970,0.465051,0.166666,0.500000,0.250000
llama3.2-1b,seq,2,2,2,0,1.000000,0.543825,0.538889,0.928571,0.638536,0.208137,0.200000,0.200000,0.200000,0.646132,0.700000,0.900000,0.766666,0.500000,0.583333,0.500000,0.466031,0.474523,0.466031,0.474523,0.481129,0.500000,0.428571,0.461538,0.987582,1.000000,0.428571,0.600000,0.554423,0.553571,0.785714,0.587483,0.433382,0.583333,0.583333,0.285714
qwen2.5-coder-0.5b,acc,2,2,2,0,1.000000,0.502399,0.422222,1.000000,0.593407,0.262636,0.400000,0.750000,0.480769,0.652897,0.850000,0.900000,0.873333,0.500000,0.583333,0.500000,0.472644,0.479483,0.472644,0.479483,0.000000,0.000000,0.000000,0.000000,0.954157,1.000000,1.000000,1.000000,0.551369,0.500000,1.000000,0.666667,0.447271,0.083334,0.500000,0.142857
qwen2.5-coder-0.5b,gtf,1,2,1,1,0.500000,0.533802,0.444444,1.000000,0.615385,0.218563,0.000000,0.000000,0.000000,0.871398,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.541255,0.655941,0.270628,0.327970,0.000000,0.000000,0.000000,0.000000,0.954157,1.000000,1.000000,1.000000,0.598976,0.500000,1.000000,0.666667,0.500000,0.000000,0.000000,0.000000
qwen2.5-coder-0.5b,self,2,2,2,0,1.000000,0.506012,0.447222,0.916667,0.599900,0.130043,0.150000,0.305555,0.201219,0.653535,0.800000,0.777778,0.788461,0.500000,0.500000,0.500000,0.429864,0.447398,0.429864,0.447398,0.000000,0.000000,0.000000,0.000000,0.933150,1.000000,1.000000,1.000000,0.524739,0.535714,0.666667,0.543860,0.471660,0.083334,0.500000,0.142857
qwen2.5-coder-0.5b,seq,2,2,2,0,1.000000,0.550075,0.458334,1.000000,0.600000,0.135538,0.050000,0.125000,0.071429,0.669064,0.750000,0.875000,0.800000,1.000000,0.583333,0.583333,0.451559,0.484503,0.451559,0.484503,0.482734,0.500000,0.500000,0.500000,0.954157,1.000000,1.000000,1.000000,0.596272,0.517857,1.000000,0.650794,0.400985,0.083334,0.500000,0.142857
qwen3-0.6b,self,2,2,2,0,1.000000,0.574802,0.533334,1.000000,0.685715,0.452497,0.150000,0.500000,0.230769,0.642519,0.750000,1.000000,0.833333,0.500000,0.500000,0.500000,0.556606,0.542455,0.556606,0.542455,0.416880,0.500000,0.500000,0.500000,0.954157,1.000000,1.000000,1.000000,0.624896,0.625000,1.000000,0.761905,0.427271,0.083334,0.500000,0.142857
tinyllama,acc,2,2,2,0,1.000000,0.478011,0.472222,1.000000,0.641026,0.087657,0.050000,0.250000,0.083334,0.604643,0.700000,1.000000,0.785714,1.000000,0.583333,0.583333,0.390103,0.438411,0.390103,0.438411,0.000000,0.000000,0.000000,0.000000,0.933150,1.000000,1.000000,1.000000,0.486268,0.500000,1.000000,0.666667,0.468085,0.250000,0.500000,0.333334
tinyllama,gtf,1,2,1,1,0.500000,0.668994,0.777778,1.000000,0.875000,-0.051735,0.000000,0.000000,0.000000,0.915814,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.511025,0.633268,0.255512,0.316634,0.397031,0.500000,0.500000,0.500000,0.903723,1.000000,1.000000,1.000000,0.716239,0.750000,1.000000,0.857143,0.554480,1.000000,1.000000,1.000000
tinyllama,self,2,2,2,0,1.000000,0.589857,0.533334,0.803571,0.635869,0.153177,0.050000,0.125000,0.071429,0.655886,0.750000,0.875000,0.800000,0.500000,0.500000,0.500000,0.466307,0.474730,0.466307,0.474730,0.389867,0.500000,0.285714,0.363636,0.975164,1.000000,0.571429,0.727273,0.644427,0.625000,0.803571,0.700000,0.447271,0.083334,0.500000,0.142857
tinyllama,seq,2,2,2,0,1.000000,0.438140,0.477778,1.000000,0.642857,0.223663,0.100000,0.500000,0.166666,0.658313,0.700000,1.000000,0.785714,0.500000,0.583333,0.500000,0.440038,0.455029,0.440038,0.455029,0.399452,0.500000,0.500000,0.500000,0.466575,0.500000,0.500000,0.500000,0.419697,0.464286,1.000000,0.633333,0.492190,0.666667,1.000000,0.750000
