pair_id,source_statement_id,concept,label,variant_index,cosine,threshold,recommended_threshold,predicted_match,expected_match,correct_at_threshold,text_a,text_b
sem_0003_unrelated,sem_0003,gaussian_increments,unrelated,2,0.055952,0.375000,0.375000,False,False,True,Standard Brownian motion has Gaussian increments,A continuous function on a compact interval attains a maximum.
sem_0004_equivalent,sem_0004,independent_increments,equivalent,1,0.703824,0.375000,0.375000,True,True,True,disjoint increments are independent,Increments over non-overlapping intervals are independent.
sem_0004_equivalent,sem_0004,independent_increments,equivalent,2,0.451288,0.375000,0.375000,True,True,True,disjoint increments are independent,Changes on disjoint time intervals do not depend on one another.
sem_0004_related_but_not_equivalent,sem_0004,independent_increments,related_but_not_equivalent,1,0.360678,0.375000,0.375000,False,False,True,disjoint increments are independent,Brownian increments are Gaussian random variables.
sem_0004_related_but_not_equivalent,sem_0004,independent_increments,related_but_not_equivalent,2,0.348327,0.375000,0.375000,False,False,True,disjoint increments are independent,Brownian motion has stationary increments.
sem_0004_unrelated,sem_0004,independent_increments,unrelated,1,0.089146,0.375000,0.375000,False,False,True,disjoint increments are independent,The rank-nullity theorem relates the rank and nullity of a linear map.
sem_0004_unrelated,sem_0004,independent_increments,unrelated,2,0.055451,0.375000,0.375000,False,False,True,disjoint increments are independent,A convex function lies below each secant line on an interval.
sem_0005_equivalent,sem_0005,stationary_increments,equivalent,1,0.211906,0.375000,0.375000,False,True,False,This shows that the increments are stationary,The law of X_t - X_s depends only on t - s.
sem_0005_equivalent,sem_0005,stationary_increments,equivalent,2,0.431230,0.375000,0.375000,True,True,True,This shows that the increments are stationary,"The distribution of an increment depends on the interval length, not on its starting time."
sem_0005_related_but_not_equivalent,sem_0005,stationary_increments,related_but_not_equivalent,1,0.391544,0.375000,0.375000,True,False,False,This shows that the increments are stationary,Brownian motion has independent increments.
sem_0005_related_but_not_equivalent,sem_0005,stationary_increments,related_but_not_equivalent,2,0.338361,0.375000,0.375000,False,False,True,This shows that the increments are stationary,Brownian increments are normally distributed.
sem_0005_unrelated,sem_0005,stationary_increments,unrelated,1,0.154159,0.375000,0.375000,False,False,True,This shows that the increments are stationary,The roots of a quadratic polynomial are given by the quadratic formula.
sem_0005_unrelated,sem_0005,stationary_increments,unrelated,2,0.263643,0.375000,0.375000,False,False,True,This shows that the increments are stationary,The determinant changes sign when two matrix rows are exchanged.
sem_0006_equivalent,sem_0006,continuity_of_paths,equivalent,1,0.511362,0.375000,0.375000,True,True,True,plus the assumption of continuity of paths,The process has continuous sample paths.
sem_0006_equivalent,sem_0006,continuity_of_paths,equivalent,2,0.384632,0.375000,0.375000,True,True,True,plus the assumption of continuity of paths,"Almost surely, t maps to X_t continuously."
sem_0006_related_but_not_equivalent,sem_0006,continuity_of_paths,related_but_not_equivalent,1,0.473485,0.375000,0.375000,True,False,False,plus the assumption of continuity of paths,Kolmogorov's continuity theorem gives conditions for a continuous modification.
sem_0006_related_but_not_equivalent,sem_0006,continuity_of_paths,related_but_not_equivalent,2,0.527017,0.375000,0.375000,True,False,False,plus the assumption of continuity of paths,Brownian motion has continuous sample paths.
sem_0006_unrelated,sem_0006,continuity_of_paths,unrelated,1,0.200470,0.375000,0.375000,False,False,True,plus the assumption of continuity of paths,The gradient of a scalar field points in the direction of steepest ascent.
sem_0006_unrelated,sem_0006,continuity_of_paths,unrelated,2,-0.142936,0.375000,0.375000,False,False,True,plus the assumption of continuity of paths,A finite group has order equal to the number of its elements.
sem_0007_equivalent,sem_0007,kolmogorov_continuity_theorem,equivalent,1,0.781545,0.375000,0.375000,True,True,True,by taking the continuous version via Kolmogorov's theorem,Kolmogorov's continuity theorem gives a continuous modification of the process.
sem_0007_equivalent,sem_0007,kolmogorov_continuity_theorem,equivalent,2,0.688705,0.375000,0.375000,True,True,True,by taking the continuous version via Kolmogorov's theorem,The Kolmogorov-Chentsov theorem provides conditions under which a stochastic process has a continuous version.
sem_0007_related_but_not_equivalent,sem_0007,kolmogorov_continuity_theorem,related_but_not_equivalent,1,0.466841,0.375000,0.375000,True,False,False,by taking the continuous version via Kolmogorov's theorem,Brownian motion has continuous sample paths.
sem_0007_related_but_not_equivalent,sem_0007,kolmogorov_continuity_theorem,related_but_not_equivalent,2,0.644073,0.375000,0.375000,True,False,False,by taking the continuous version via Kolmogorov's theorem,The Kolmogorov-Chentsov theorem is used to prove sample-path regularity.
sem_0007_unrelated,sem_0007,kolmogorov_continuity_theorem,unrelated,1,-0.007266,0.375000,0.375000,False,False,True,by taking the continuous version via Kolmogorov's theorem,The inverse of an invertible matrix is unique.
sem_0007_unrelated,sem_0007,kolmogorov_continuity_theorem,unrelated,2,0.056700,0.375000,0.375000,False,False,True,by taking the continuous version via Kolmogorov's theorem,The integral of a polynomial is computed term by term.
sem_0008_equivalent,sem_0008,brownian_law_of_large_numbers,equivalent,1,0.589937,0.375000,0.375000,True,True,True,Hence by the law of large numbers for Brownian motion,"For Brownian motion, W_t divided by t converges to zero almost surely as t goes to infinity."
sem_0008_equivalent,sem_0008,brownian_law_of_large_numbers,equivalent,2,0.629581,0.375000,0.375000,True,True,True,Hence by the law of large numbers for Brownian motion,The long-time average growth rate of Brownian motion vanishes almost surely.
sem_0008_related_but_not_equivalent,sem_0008,brownian_law_of_large_numbers,related_but_not_equivalent,1,0.647007,0.375000,0.375000,True,False,False,Hence by the law of large numbers for Brownian motion,Brownian motion has sublinear growth along large times.
sem_0008_related_but_not_equivalent,sem_0008,brownian_law_of_large_numbers,related_but_not_equivalent,2,0.576420,0.375000,0.375000,True,False,False,Hence by the law of large numbers for Brownian motion,The strong law describes almost sure asymptotic averages.
sem_0008_unrelated,sem_0008,brownian_law_of_large_numbers,unrelated,1,0.043539,0.375000,0.375000,False,False,True,Hence by the law of large numbers for Brownian motion,A holomorphic function is complex differentiable in a neighborhood.
sem_0008_unrelated,sem_0008,brownian_law_of_large_numbers,unrelated,2,-0.008926,0.375000,0.375000,False,False,True,Hence by the law of large numbers for Brownian motion,The trace of a square matrix is the sum of its diagonal entries.
sem_0009_equivalent,sem_0009,brownian_time_inversion,equivalent,1,0.770421,0.375000,0.375000,True,True,True,compute $\lim_{t \to 0^+} t W_{1/t}$,Study the limit at zero of the time-inverted Brownian motion t W_{1/t}.
sem_0009_equivalent,sem_0009,brownian_time_inversion,equivalent,2,0.662735,0.375000,0.375000,True,True,True,compute $\lim_{t \to 0^+} t W_{1/t}$,Use Brownian time inversion to analyze t W(1/t) as t tends to zero.
sem_0009_related_but_not_equivalent,sem_0009,brownian_time_inversion,related_but_not_equivalent,1,0.660897,0.375000,0.375000,True,False,False,compute $\lim_{t \to 0^+} t W_{1/t}$,The process t W_{1/t} is related to Brownian time inversion.
sem_0009_related_but_not_equivalent,sem_0009,brownian_time_inversion,related_but_not_equivalent,2,0.397084,0.375000,0.375000,True,False,False,compute $\lim_{t \to 0^+} t W_{1/t}$,Brownian scaling relates W_t and rescaled Brownian paths.
sem_0009_unrelated,sem_0009,brownian_time_inversion,unrelated,1,0.103256,0.375000,0.375000,False,False,True,compute $\lim_{t \to 0^+} t W_{1/t}$,Bayes' rule expresses a conditional probability using a likelihood and prior.
sem_0009_unrelated,sem_0009,brownian_time_inversion,unrelated,2,0.119623,0.375000,0.375000,False,False,True,compute $\lim_{t \to 0^+} t W_{1/t}$,The Fourier transform converts convolution into multiplication.
sem_0010_equivalent,sem_0010,bounded_stopping_time,equivalent,1,0.878210,0.375000,0.375000,True,True,True,$\tau$ is a bounded stopping time,Tau is a stopping time bounded by a deterministic finite constant.
sem_0010_equivalent,sem_0010,bounded_stopping_time,equivalent,2,0.560538,0.375000,0.375000,True,True,True,$\tau$ is a bounded stopping time,There exists M such that tau is less than or equal to M almost surely.
sem_0010_related_but_not_equivalent,sem_0010,bounded_stopping_time,related_but_not_equivalent,1,0.552138,0.375000,0.375000,True,False,False,$\tau$ is a bounded stopping time,A stopping time is a random time determined by the available filtration.
sem_0010_related_but_not_equivalent,sem_0010,bounded_stopping_time,related_but_not_equivalent,2,0.598258,0.375000,0.375000,True,False,False,$\tau$ is a bounded stopping time,Optional stopping theorems often require bounded stopping times.
sem_0010_unrelated,sem_0010,bounded_stopping_time,unrelated,1,0.045906,0.375000,0.375000,False,False,True,$\tau$ is a bounded stopping time,A vector space basis is a linearly independent spanning set.
sem_0010_unrelated,sem_0010,bounded_stopping_time,unrelated,2,0.132854,0.375000,0.375000,False,False,True,$\tau$ is a bounded stopping time,The area of a circle is pi times the square of its radius.
sem_0011_equivalent,sem_0011,martingale_property,equivalent,1,0.648833,0.375000,0.375000,True,True,True,$(W_t)_{t\geq 0}$ is a martingale.,Brownian motion is a martingale with respect to its natural filtration.
sem_0011_equivalent,sem_0011,martingale_property,equivalent,2,0.646974,0.375000,0.375000,True,True,True,$(W_t)_{t\geq 0}$ is a martingale.,"For s <= t, the conditional expectation E[W_t | F_s] equals W_s."
sem_0011_related_but_not_equivalent,sem_0011,martingale_property,related_but_not_equivalent,1,0.445302,0.375000,0.375000,True,False,False,$(W_t)_{t\geq 0}$ is a martingale.,Brownian motion is adapted to its natural filtration.
sem_0011_related_but_not_equivalent,sem_0011,martingale_property,related_but_not_equivalent,2,0.528134,0.375000,0.375000,True,False,False,$(W_t)_{t\geq 0}$ is a martingale.,"For a martingale, future conditional expectation equals the present value."
sem_0011_unrelated,sem_0011,martingale_property,unrelated,1,-0.139269,0.375000,0.375000,False,False,True,$(W_t)_{t\geq 0}$ is a martingale.,The Euclidean algorithm computes the greatest common divisor.
sem_0011_unrelated,sem_0011,martingale_property,unrelated,2,0.199389,0.375000,0.375000,False,False,True,$(W_t)_{t\geq 0}$ is a martingale.,A differentiable convex function has monotone derivative.
sem_0012_equivalent,sem_0012,doob_optional_stopping_theorem,equivalent,1,0.800379,0.375000,0.375000,True,True,True,Apply Doob's optional stopping theorem to $(W_t)_{t\geq 0}$ at $\tau$,Use optional stopping for the martingale W_t at the bounded stopping time tau.
sem_0012_equivalent,sem_0012,doob_optional_stopping_theorem,equivalent,2,0.823291,0.375000,0.375000,True,True,True,Apply Doob's optional stopping theorem to $(W_t)_{t\geq 0}$ at $\tau$,"By Doob's optional stopping theorem, E[W_tau] equals E[W_0] under the bounded stopping time condition."
sem_0012_related_but_not_equivalent,sem_0012,doob_optional_stopping_theorem,related_but_not_equivalent,1,0.635986,0.375000,0.375000,True,False,False,Apply Doob's optional stopping theorem to $(W_t)_{t\geq 0}$ at $\tau$,A bounded stopping time is a common condition in optional stopping.
sem_0012_related_but_not_equivalent,sem_0012,doob_optional_stopping_theorem,related_but_not_equivalent,2,0.558125,0.375000,0.375000,True,False,False,Apply Doob's optional stopping theorem to $(W_t)_{t\geq 0}$ at $\tau$,Optional stopping is a result about martingales evaluated at stopping times.
sem_0012_unrelated,sem_0012,doob_optional_stopping_theorem,unrelated,1,-0.046736,0.375000,0.375000,False,False,True,Apply Doob's optional stopping theorem to $(W_t)_{t\geq 0}$ at $\tau$,A symmetric matrix is diagonalizable with real eigenvalues.
sem_0012_unrelated,sem_0012,doob_optional_stopping_theorem,unrelated,2,-0.070378,0.375000,0.375000,False,False,True,Apply Doob's optional stopping theorem to $(W_t)_{t\geq 0}$ at $\tau$,The chain rule differentiates a composition of functions.
