call1_model,strategy,cases,expected_cases,found_cases,missing_cases,generation_coverage,D1_mean_best_score,D1_coverage,D1_precision,D1_f1,D2_mean_best_score,D2_coverage,D2_precision,D2_f1,D3_mean_best_score,D3_coverage,D3_precision,D3_f1,D4_order_score,D4_order_coverage,D4_strict_order_score,overall_mean_score,overall_with_D4_score,end_to_end_overall_mean_score,end_to_end_overall_with_D4_score,D1_global_assumption_mean_best_score,D1_global_assumption_recall,D1_global_assumption_precision,D1_global_assumption_f1,D1_local_assumption_mean_best_score,D1_local_assumption_recall,D1_local_assumption_precision,D1_local_assumption_f1,D1_gt_precondition_mean_best_score,D1_gt_precondition_recall,D1_gt_precondition_precision,D1_gt_precondition_f1,D1_previous_outcome_mean_best_score,D1_previous_outcome_recall,D1_previous_outcome_precision,D1_previous_outcome_f1
llama3.2-1b,gtf,2,2,2,0,1.000000,0.535240,0.422222,1.000000,0.593407,0.299106,0.150000,0.333334,0.206897,0.597790,0.650000,0.833333,0.706897,1.000000,0.583333,0.583333,0.477379,0.503867,0.477379,0.503867,0.433132,0.000000,0.000000,0.000000,0.856788,1.000000,1.000000,1.000000,0.578144,0.535714,1.000000,0.696970,0.273124,0.000000,0.000000,0.000000
llama3.2-1b,self,2,2,2,0,1.000000,0.629475,0.619444,0.772728,0.597287,0.425790,0.050000,0.333334,0.086957,0.618129,0.600000,0.833333,0.653846,0.500000,0.500000,0.500000,0.557798,0.543349,0.557798,0.543349,0.785361,1.000000,0.181818,0.307692,0.856788,1.000000,0.181818,0.307692,0.651150,0.625000,0.636363,0.533334,0.490007,0.500000,0.214285,0.300000
llama3.2-1b,seq,1,2,1,1,0.500000,0.737133,0.555556,0.500000,0.526316,0.647776,1.000000,0.333333,0.500000,0.763489,1.000000,0.666667,0.800000,1.000000,1.000000,1.000000,0.716133,0.787100,0.358067,0.393550,0.506797,0.000000,0.000000,0.000000,0.980208,1.000000,0.333333,0.500000,0.727471,0.500000,0.333333,0.400000,0.750303,1.000000,0.333333,0.500000
qwen2.5-coder-0.5b,acc,2,2,2,0,1.000000,0.547736,0.397222,0.604167,0.465469,0.431062,0.350000,0.354166,0.339286,0.532450,0.550000,0.486111,0.497537,0.500000,0.500000,0.500000,0.503750,0.502812,0.503750,0.502812,0.608624,0.500000,0.250000,0.333333,0.659960,0.500000,0.625000,0.555556,0.575268,0.500000,0.541667,0.500000,0.347636,0.000000,0.000000,0.000000
qwen2.5-coder-0.5b,gtf,2,2,2,0,1.000000,0.665359,0.669444,0.770833,0.709601,0.523227,0.450000,0.451389,0.364151,0.657286,0.550000,0.430555,0.481203,0.500000,0.500000,0.500000,0.615290,0.586468,0.615290,0.586468,0.843013,1.000000,0.750000,0.857143,0.814074,1.000000,0.750000,0.857143,0.677754,0.785714,0.659722,0.716666,0.506005,0.083334,0.214285,0.120000
qwen2.5-coder-0.5b,self,2,2,2,0,1.000000,0.513559,0.372222,0.625000,0.449580,0.434794,0.100000,0.250000,0.142857,0.512041,0.550000,0.625000,0.511905,0.500000,0.500000,0.500000,0.486798,0.490098,0.486798,0.490098,0.395058,0.000000,0.000000,0.000000,0.726766,1.000000,0.500000,0.666667,0.542994,0.464286,0.625000,0.522728,0.319953,0.000000,0.000000,0.000000
qwen2.5-coder-0.5b,seq,2,2,2,0,1.000000,0.565055,0.383333,0.794643,0.434571,0.367186,0.000000,0.000000,0.000000,0.667736,0.700000,0.607143,0.638888,0.500000,0.500000,0.500000,0.533326,0.524995,0.533326,0.524995,0.480526,0.000000,0.000000,0.000000,0.987911,1.000000,0.285714,0.444444,0.577792,0.446429,0.723214,0.447132,0.562428,0.500000,0.375000,0.428571
qwen3-0.6b,gtf,2,2,2,0,1.000000,0.202073,0.050000,0.500000,0.090909,0.208275,0.000000,0.000000,0.000000,0.563300,0.550000,0.750000,0.583333,0.500000,0.500000,0.500000,0.324549,0.368412,0.324549,0.368412,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.222949,0.071429,0.500000,0.125000,0.153362,0.000000,0.000000,0.000000
qwen3-0.6b,self,1,2,1,1,0.500000,0.539778,0.350000,1.000000,0.518519,0.274136,0.000000,0.000000,0.000000,0.361548,0.100000,0.333333,0.153846,0.000000,0.000000,0.000000,0.391821,0.293866,0.195910,0.146933,,,,,,,,,0.561127,0.428571,1.000000,0.600000,0.489963,0.166667,0.500000,0.250000
tinyllama,acc,1,2,1,1,0.500000,0.447945,0.150000,1.000000,0.260870,0.279649,0.000000,0.000000,0.000000,0.377683,0.300000,0.600000,0.400000,0.000000,0.000000,0.000000,0.368426,0.276319,0.184213,0.138159,,,,,,,,,0.502547,0.214286,1.000000,0.352941,0.320542,0.000000,0.000000,0.000000
tinyllama,gtf,2,2,2,0,1.000000,0.422831,0.286111,0.333333,0.304065,0.491760,0.400000,0.333333,0.357895,0.610683,0.600000,0.416667,0.490909,1.000000,0.583333,0.583333,0.508425,0.527152,0.508425,0.527152,0.413870,0.500000,0.333333,0.400000,0.224749,0.000000,0.000000,0.000000,0.444410,0.375000,0.333333,0.342857,0.427187,0.000000,0.000000,0.000000
tinyllama,self,2,2,2,0,1.000000,0.580068,0.327778,0.750000,0.420290,0.412649,0.000000,0.000000,0.000000,0.542698,0.550000,0.625000,0.571429,0.500000,0.500000,0.500000,0.511805,0.508854,0.511805,0.508854,0.680808,0.500000,0.500000,0.500000,0.914646,1.000000,0.666667,0.800000,0.584171,0.321429,0.666667,0.403361,0.401813,0.000000,0.000000,0.000000
tinyllama,seq,2,2,2,0,1.000000,0.544298,0.297222,0.400000,0.257931,0.379287,0.000000,0.000000,0.000000,0.546087,0.600000,0.600000,0.525000,0.500000,0.500000,0.500000,0.489891,0.492418,0.489891,0.492418,0.512135,0.000000,0.000000,0.000000,0.914646,1.000000,0.200000,0.333333,0.561747,0.357143,0.400000,0.300752,0.347636,0.000000,0.000000,0.000000
