language,pair_id,source_statement_id,concept,label,variant_index,cosine,threshold,recommended_threshold,predicted_match,expected_match,correct_at_threshold,text_a,text_b
en,sem_0003_equivalent,sem_0003,gaussian_increments,equivalent,1,0.836483,0.705000,0.705000,True,True,True,Standard Brownian motion has Gaussian increments,"For Brownian motion, W_t - W_s is normally distributed."
en,sem_0003_equivalent,sem_0003,gaussian_increments,equivalent,2,0.886785,0.705000,0.705000,True,True,True,Standard Brownian motion has Gaussian increments,The increments of a Wiener process follow Gaussian laws.
en,sem_0003_related_but_not_equivalent,sem_0003,gaussian_increments,related_but_not_equivalent,1,0.834037,0.705000,0.705000,True,False,False,Standard Brownian motion has Gaussian increments,Brownian increments over disjoint intervals are independent.
en,sem_0003_related_but_not_equivalent,sem_0003,gaussian_increments,related_but_not_equivalent,2,0.816952,0.705000,0.705000,True,False,False,Standard Brownian motion has Gaussian increments,The variance of a Brownian increment depends on the length of the interval.
en,sem_0003_unrelated,sem_0003,gaussian_increments,unrelated,1,0.601263,0.705000,0.705000,False,False,True,Standard Brownian motion has Gaussian increments,The eigenvalues of a diagonal matrix are its diagonal entries.
en,sem_0003_unrelated,sem_0003,gaussian_increments,unrelated,2,0.620814,0.705000,0.705000,False,False,True,Standard Brownian motion has Gaussian increments,A continuous function on a compact interval attains a maximum.
en,sem_0004_equivalent,sem_0004,independent_increments,equivalent,1,0.838839,0.705000,0.705000,True,True,True,disjoint increments are independent,Increments over non-overlapping intervals are independent.
en,sem_0004_equivalent,sem_0004,independent_increments,equivalent,2,0.697811,0.705000,0.705000,False,True,False,disjoint increments are independent,Changes on disjoint time intervals do not depend on one another.
en,sem_0004_related_but_not_equivalent,sem_0004,independent_increments,related_but_not_equivalent,1,0.662880,0.705000,0.705000,False,False,True,disjoint increments are independent,Brownian increments are Gaussian random variables.
en,sem_0004_related_but_not_equivalent,sem_0004,independent_increments,related_but_not_equivalent,2,0.676427,0.705000,0.705000,False,False,True,disjoint increments are independent,Brownian motion has stationary increments.
en,sem_0004_unrelated,sem_0004,independent_increments,unrelated,1,0.604222,0.705000,0.705000,False,False,True,disjoint increments are independent,The rank-nullity theorem relates the rank and nullity of a linear map.
en,sem_0004_unrelated,sem_0004,independent_increments,unrelated,2,0.594410,0.705000,0.705000,False,False,True,disjoint increments are independent,A convex function lies below each secant line on an interval.
en,sem_0005_equivalent,sem_0005,stationary_increments,equivalent,1,0.584709,0.705000,0.705000,False,True,False,This shows that the increments are stationary,The law of X_t - X_s depends only on t - s.
en,sem_0005_equivalent,sem_0005,stationary_increments,equivalent,2,0.710563,0.705000,0.705000,True,True,True,This shows that the increments are stationary,"The distribution of an increment depends on the interval length, not on its starting time."
en,sem_0005_related_but_not_equivalent,sem_0005,stationary_increments,related_but_not_equivalent,1,0.731222,0.705000,0.705000,True,False,False,This shows that the increments are stationary,Brownian motion has independent increments.
en,sem_0005_related_but_not_equivalent,sem_0005,stationary_increments,related_but_not_equivalent,2,0.749506,0.705000,0.705000,True,False,False,This shows that the increments are stationary,Brownian increments are normally distributed.
en,sem_0005_unrelated,sem_0005,stationary_increments,unrelated,1,0.639004,0.705000,0.705000,False,False,True,This shows that the increments are stationary,The roots of a quadratic polynomial are given by the quadratic formula.
en,sem_0005_unrelated,sem_0005,stationary_increments,unrelated,2,0.685894,0.705000,0.705000,False,False,True,This shows that the increments are stationary,The determinant changes sign when two matrix rows are exchanged.
en,sem_0006_equivalent,sem_0006,continuity_of_paths,equivalent,1,0.727572,0.705000,0.705000,True,True,True,plus the assumption of continuity of paths,The process has continuous sample paths.
en,sem_0006_equivalent,sem_0006,continuity_of_paths,equivalent,2,0.723855,0.705000,0.705000,True,True,True,plus the assumption of continuity of paths,"Almost surely, t maps to X_t continuously."
en,sem_0006_related_but_not_equivalent,sem_0006,continuity_of_paths,related_but_not_equivalent,1,0.759097,0.705000,0.705000,True,False,False,plus the assumption of continuity of paths,Kolmogorov's continuity theorem gives conditions for a continuous modification.
en,sem_0006_related_but_not_equivalent,sem_0006,continuity_of_paths,related_but_not_equivalent,2,0.756994,0.705000,0.705000,True,False,False,plus the assumption of continuity of paths,Brownian motion has continuous sample paths.
en,sem_0006_unrelated,sem_0006,continuity_of_paths,unrelated,1,0.614456,0.705000,0.705000,False,False,True,plus the assumption of continuity of paths,The gradient of a scalar field points in the direction of steepest ascent.
en,sem_0006_unrelated,sem_0006,continuity_of_paths,unrelated,2,0.634473,0.705000,0.705000,False,False,True,plus the assumption of continuity of paths,A finite group has order equal to the number of its elements.
en,sem_0007_equivalent,sem_0007,kolmogorov_continuity_theorem,equivalent,1,0.864579,0.705000,0.705000,True,True,True,by taking the continuous version via Kolmogorov's theorem,Kolmogorov's continuity theorem gives a continuous modification of the process.
en,sem_0007_equivalent,sem_0007,kolmogorov_continuity_theorem,equivalent,2,0.852154,0.705000,0.705000,True,True,True,by taking the continuous version via Kolmogorov's theorem,The Kolmogorov-Chentsov theorem provides conditions under which a stochastic process has a continuous version.
en,sem_0007_related_but_not_equivalent,sem_0007,kolmogorov_continuity_theorem,related_but_not_equivalent,1,0.775946,0.705000,0.705000,True,False,False,by taking the continuous version via Kolmogorov's theorem,Brownian motion has continuous sample paths.
en,sem_0007_related_but_not_equivalent,sem_0007,kolmogorov_continuity_theorem,related_but_not_equivalent,2,0.795390,0.705000,0.705000,True,False,False,by taking the continuous version via Kolmogorov's theorem,The Kolmogorov-Chentsov theorem is used to prove sample-path regularity.
en,sem_0007_unrelated,sem_0007,kolmogorov_continuity_theorem,unrelated,1,0.661042,0.705000,0.705000,False,False,True,by taking the continuous version via Kolmogorov's theorem,The inverse of an invertible matrix is unique.
en,sem_0007_unrelated,sem_0007,kolmogorov_continuity_theorem,unrelated,2,0.648381,0.705000,0.705000,False,False,True,by taking the continuous version via Kolmogorov's theorem,The integral of a polynomial is computed term by term.
en,sem_0008_equivalent,sem_0008,brownian_law_of_large_numbers,equivalent,1,0.767604,0.705000,0.705000,True,True,True,Hence by the law of large numbers for Brownian motion,"For Brownian motion, W_t divided by t converges to zero almost surely as t goes to infinity."
en,sem_0008_equivalent,sem_0008,brownian_law_of_large_numbers,equivalent,2,0.752493,0.705000,0.705000,True,True,True,Hence by the law of large numbers for Brownian motion,The long-time average growth rate of Brownian motion vanishes almost surely.
en,sem_0008_related_but_not_equivalent,sem_0008,brownian_law_of_large_numbers,related_but_not_equivalent,1,0.817851,0.705000,0.705000,True,False,False,Hence by the law of large numbers for Brownian motion,Brownian motion has sublinear growth along large times.
en,sem_0008_related_but_not_equivalent,sem_0008,brownian_law_of_large_numbers,related_but_not_equivalent,2,0.748015,0.705000,0.705000,True,False,False,Hence by the law of large numbers for Brownian motion,The strong law describes almost sure asymptotic averages.
en,sem_0008_unrelated,sem_0008,brownian_law_of_large_numbers,unrelated,1,0.568325,0.705000,0.705000,False,False,True,Hence by the law of large numbers for Brownian motion,A holomorphic function is complex differentiable in a neighborhood.
en,sem_0008_unrelated,sem_0008,brownian_law_of_large_numbers,unrelated,2,0.594871,0.705000,0.705000,False,False,True,Hence by the law of large numbers for Brownian motion,The trace of a square matrix is the sum of its diagonal entries.
en,sem_0009_equivalent,sem_0009,brownian_time_inversion,equivalent,1,0.775940,0.705000,0.705000,True,True,True,compute $\lim_{t \to 0^+} t W_{1/t}$,Study the limit at zero of the time-inverted Brownian motion t W_{1/t}.
en,sem_0009_equivalent,sem_0009,brownian_time_inversion,equivalent,2,0.756677,0.705000,0.705000,True,True,True,compute $\lim_{t \to 0^+} t W_{1/t}$,Use Brownian time inversion to analyze t W(1/t) as t tends to zero.
en,sem_0009_related_but_not_equivalent,sem_0009,brownian_time_inversion,related_but_not_equivalent,1,0.722165,0.705000,0.705000,True,False,False,compute $\lim_{t \to 0^+} t W_{1/t}$,The process t W_{1/t} is related to Brownian time inversion.
en,sem_0009_related_but_not_equivalent,sem_0009,brownian_time_inversion,related_but_not_equivalent,2,0.653541,0.705000,0.705000,False,False,True,compute $\lim_{t \to 0^+} t W_{1/t}$,Brownian scaling relates W_t and rescaled Brownian paths.
en,sem_0009_unrelated,sem_0009,brownian_time_inversion,unrelated,1,0.534693,0.705000,0.705000,False,False,True,compute $\lim_{t \to 0^+} t W_{1/t}$,Bayes' rule expresses a conditional probability using a likelihood and prior.
en,sem_0009_unrelated,sem_0009,brownian_time_inversion,unrelated,2,0.614490,0.705000,0.705000,False,False,True,compute $\lim_{t \to 0^+} t W_{1/t}$,The Fourier transform converts convolution into multiplication.
en,sem_0010_equivalent,sem_0010,bounded_stopping_time,equivalent,1,0.893761,0.705000,0.705000,True,True,True,$\tau$ is a bounded stopping time,Tau is a stopping time bounded by a deterministic finite constant.
en,sem_0010_equivalent,sem_0010,bounded_stopping_time,equivalent,2,0.748489,0.705000,0.705000,True,True,True,$\tau$ is a bounded stopping time,There exists M such that tau is less than or equal to M almost surely.
en,sem_0010_related_but_not_equivalent,sem_0010,bounded_stopping_time,related_but_not_equivalent,1,0.735380,0.705000,0.705000,True,False,False,$\tau$ is a bounded stopping time,A stopping time is a random time determined by the available filtration.
en,sem_0010_related_but_not_equivalent,sem_0010,bounded_stopping_time,related_but_not_equivalent,2,0.831038,0.705000,0.705000,True,False,False,$\tau$ is a bounded stopping time,Optional stopping theorems often require bounded stopping times.
en,sem_0010_unrelated,sem_0010,bounded_stopping_time,unrelated,1,0.574209,0.705000,0.705000,False,False,True,$\tau$ is a bounded stopping time,A vector space basis is a linearly independent spanning set.
en,sem_0010_unrelated,sem_0010,bounded_stopping_time,unrelated,2,0.527225,0.705000,0.705000,False,False,True,$\tau$ is a bounded stopping time,The area of a circle is pi times the square of its radius.
en,sem_0011_equivalent,sem_0011,martingale_property,equivalent,1,0.829118,0.705000,0.705000,True,True,True,$(W_t)_{t\geq 0}$ is a martingale.,Brownian motion is a martingale with respect to its natural filtration.
en,sem_0011_equivalent,sem_0011,martingale_property,equivalent,2,0.775568,0.705000,0.705000,True,True,True,$(W_t)_{t\geq 0}$ is a martingale.,"For s <= t, the conditional expectation E[W_t | F_s] equals W_s."
en,sem_0011_related_but_not_equivalent,sem_0011,martingale_property,related_but_not_equivalent,1,0.694483,0.705000,0.705000,False,False,True,$(W_t)_{t\geq 0}$ is a martingale.,Brownian motion is adapted to its natural filtration.
en,sem_0011_related_but_not_equivalent,sem_0011,martingale_property,related_but_not_equivalent,2,0.830926,0.705000,0.705000,True,False,False,$(W_t)_{t\geq 0}$ is a martingale.,"For a martingale, future conditional expectation equals the present value."
en,sem_0011_unrelated,sem_0011,martingale_property,unrelated,1,0.590069,0.705000,0.705000,False,False,True,$(W_t)_{t\geq 0}$ is a martingale.,The Euclidean algorithm computes the greatest common divisor.
en,sem_0011_unrelated,sem_0011,martingale_property,unrelated,2,0.699955,0.705000,0.705000,False,False,True,$(W_t)_{t\geq 0}$ is a martingale.,A differentiable convex function has monotone derivative.
en,sem_0012_equivalent,sem_0012,doob_optional_stopping_theorem,equivalent,1,0.861169,0.705000,0.705000,True,True,True,Apply Doob's optional stopping theorem to $(W_t)_{t\geq 0}$ at $\tau$,Use optional stopping for the martingale W_t at the bounded stopping time tau.
en,sem_0012_equivalent,sem_0012,doob_optional_stopping_theorem,equivalent,2,0.896404,0.705000,0.705000,True,True,True,Apply Doob's optional stopping theorem to $(W_t)_{t\geq 0}$ at $\tau$,"By Doob's optional stopping theorem, E[W_tau] equals E[W_0] under the bounded stopping time condition."
en,sem_0012_related_but_not_equivalent,sem_0012,doob_optional_stopping_theorem,related_but_not_equivalent,1,0.735640,0.705000,0.705000,True,False,False,Apply Doob's optional stopping theorem to $(W_t)_{t\geq 0}$ at $\tau$,A bounded stopping time is a common condition in optional stopping.
en,sem_0012_related_but_not_equivalent,sem_0012,doob_optional_stopping_theorem,related_but_not_equivalent,2,0.766725,0.705000,0.705000,True,False,False,Apply Doob's optional stopping theorem to $(W_t)_{t\geq 0}$ at $\tau$,Optional stopping is a result about martingales evaluated at stopping times.
en,sem_0012_unrelated,sem_0012,doob_optional_stopping_theorem,unrelated,1,0.621976,0.705000,0.705000,False,False,True,Apply Doob's optional stopping theorem to $(W_t)_{t\geq 0}$ at $\tau$,A symmetric matrix is diagonalizable with real eigenvalues.
en,sem_0012_unrelated,sem_0012,doob_optional_stopping_theorem,unrelated,2,0.663111,0.705000,0.705000,False,False,True,Apply Doob's optional stopping theorem to $(W_t)_{t\geq 0}$ at $\tau$,The chain rule differentiates a composition of functions.
