call1_model,strategy,cases,expected_cases,found_cases,missing_cases,generation_coverage,D1_mean_best_score,D1_coverage,D1_precision,D1_f1,D2_mean_best_score,D2_coverage,D2_precision,D2_f1,D3_mean_best_score,D3_coverage,D3_precision,D3_f1,D4_order_score,D4_order_coverage,D4_strict_order_score,overall_mean_score,overall_with_D4_score,end_to_end_overall_mean_score,end_to_end_overall_with_D4_score,D1_global_assumption_mean_best_score,D1_global_assumption_recall,D1_global_assumption_precision,D1_global_assumption_f1,D1_local_assumption_mean_best_score,D1_local_assumption_recall,D1_local_assumption_precision,D1_local_assumption_f1,D1_gt_precondition_mean_best_score,D1_gt_precondition_recall,D1_gt_precondition_precision,D1_gt_precondition_f1,D1_previous_outcome_mean_best_score,D1_previous_outcome_recall,D1_previous_outcome_precision,D1_previous_outcome_f1
llama3.1-8b,seq,2,2,2,0,1.000000,0.480102,0.527778,1.000000,0.690476,0.133225,0.250000,0.375000,0.300000,0.613113,0.850000,1.000000,0.911764,1.000000,0.583333,0.583333,0.408813,0.452443,0.408813,0.452443,0.327193,0.000000,0.000000,0.000000,0.922678,1.000000,1.000000,1.000000,0.494080,0.500000,1.000000,0.666667,0.376326,0.750000,1.000000,0.833333
llama3.2-1b,acc,2,2,2,0,1.000000,0.568371,0.744444,1.000000,0.845588,0.150105,0.200000,0.333334,0.250000,0.556472,0.600000,0.833333,0.653846,0.500000,0.500000,0.500000,0.424982,0.443737,0.424982,0.443737,0.495367,1.000000,0.666667,0.800000,0.987582,1.000000,1.000000,1.000000,0.594525,0.696429,1.000000,0.819876,0.417347,0.750000,1.000000,0.833333
llama3.2-1b,gtf,2,2,2,0,1.000000,0.622394,0.813889,1.000000,0.896960,0.135149,0.150000,0.250000,0.187500,0.647541,0.850000,0.937500,0.888889,0.500000,0.500000,0.500000,0.468361,0.476272,0.468361,0.476272,0.531830,0.500000,0.500000,0.500000,0.892630,1.000000,1.000000,1.000000,0.632230,0.803571,1.000000,0.890110,0.507804,0.916667,1.000000,0.954546
llama3.2-1b,self,2,2,2,0,1.000000,0.556457,0.738889,1.000000,0.849264,0.094459,0.150000,0.500000,0.230769,0.626542,0.750000,1.000000,0.833333,0.500000,0.500000,0.500000,0.425820,0.444364,0.425820,0.444364,0.353146,0.500000,0.500000,0.500000,0.961339,1.000000,1.000000,1.000000,0.592678,0.767857,1.000000,0.868572,0.390524,0.750000,1.000000,0.833333
llama3.2-1b,seq,2,2,2,0,1.000000,0.586457,0.750000,0.928571,0.794872,0.135157,0.150000,0.200000,0.171429,0.616369,0.800000,0.900000,0.842857,0.500000,0.583333,0.500000,0.445994,0.459495,0.445994,0.459495,0.670678,1.000000,0.571429,0.727273,0.987582,1.000000,0.428571,0.600000,0.593220,0.750000,0.928571,0.794872,0.457929,0.750000,0.666667,0.583333
qwen2.5-coder-0.5b,acc,2,2,2,0,1.000000,0.562068,0.602778,1.000000,0.751082,0.260127,0.450000,0.750000,0.535714,0.643077,0.850000,0.900000,0.873333,0.500000,0.583333,0.500000,0.488424,0.491318,0.488424,0.491318,0.347300,0.000000,0.000000,0.000000,0.954157,1.000000,1.000000,1.000000,0.594378,0.607143,1.000000,0.750000,0.424030,0.750000,1.000000,0.833333
qwen2.5-coder-0.5b,gtf,1,2,1,1,0.500000,0.628506,0.555556,1.000000,0.714286,0.150299,0.000000,0.000000,0.000000,0.871398,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.550068,0.662551,0.275034,0.331276,0.347300,0.000000,0.000000,0.000000,0.954157,1.000000,1.000000,1.000000,0.650348,0.500000,1.000000,0.666667,0.452245,1.000000,1.000000,1.000000
qwen2.5-coder-0.5b,self,2,2,2,0,1.000000,0.553732,0.627778,1.000000,0.768907,0.126320,0.200000,0.333334,0.250000,0.649855,0.850000,0.972222,0.902027,0.500000,0.500000,0.500000,0.443302,0.457477,0.443302,0.457477,0.345944,0.000000,0.000000,0.000000,0.933150,1.000000,1.000000,1.000000,0.588153,0.642857,0.750000,0.638889,0.396695,0.750000,1.000000,0.833333
qwen2.5-coder-0.5b,seq,2,2,2,0,1.000000,0.557817,0.663889,1.000000,0.792339,0.099084,0.000000,0.000000,0.000000,0.658667,0.800000,1.000000,0.875000,0.500000,0.583333,0.500000,0.438522,0.453892,0.438522,0.453892,0.657062,0.500000,0.500000,0.500000,0.954157,1.000000,1.000000,1.000000,0.565703,0.660714,1.000000,0.792208,0.401655,0.750000,1.000000,0.833333
qwen3-0.6b,self,2,2,2,0,1.000000,0.597906,0.713889,1.000000,0.831439,0.349086,0.450000,0.750000,0.535714,0.629016,0.800000,1.000000,0.875000,0.500000,0.500000,0.500000,0.525336,0.519002,0.525336,0.519002,0.591207,0.500000,0.500000,0.500000,0.954157,1.000000,1.000000,1.000000,0.621001,0.732143,1.000000,0.845238,0.416910,0.750000,1.000000,0.833333
tinyllama,acc,2,2,2,0,1.000000,0.535543,0.627778,1.000000,0.768907,0.078725,0.100000,0.500000,0.166666,0.606286,0.850000,1.000000,0.911764,1.000000,0.583333,0.583333,0.406851,0.450972,0.406851,0.450972,0.345944,0.000000,0.000000,0.000000,0.933150,1.000000,1.000000,1.000000,0.556666,0.607143,1.000000,0.750000,0.409533,0.833333,1.000000,0.900000
tinyllama,gtf,1,2,1,1,0.500000,0.694595,0.888889,1.000000,0.941176,-0.051735,0.000000,0.000000,0.000000,0.915814,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.519558,0.639669,0.259779,0.319835,0.571360,0.500000,0.500000,0.500000,0.903723,1.000000,1.000000,1.000000,0.686678,1.000000,1.000000,1.000000,0.554480,1.000000,1.000000,1.000000
tinyllama,self,2,2,2,0,1.000000,0.609097,0.713889,1.000000,0.831439,0.128578,0.200000,0.250000,0.222222,0.650079,0.850000,1.000000,0.911764,0.500000,0.500000,0.500000,0.462585,0.471938,0.462585,0.471938,0.564195,0.500000,0.428571,0.461538,0.975164,1.000000,0.857143,0.923077,0.640531,0.732143,1.000000,0.845238,0.424030,0.750000,1.000000,0.833333
tinyllama,seq,2,2,2,0,1.000000,0.520376,0.738889,1.000000,0.849264,0.195811,0.350000,0.750000,0.416666,0.628356,0.800000,1.000000,0.875000,0.500000,0.583333,0.500000,0.448181,0.461136,0.448181,0.461136,0.572423,0.500000,0.500000,0.500000,0.683025,1.000000,1.000000,1.000000,0.521363,0.767857,1.000000,0.868572,0.470891,0.750000,1.000000,0.833333
