pair_id,source_statement_id,concept,label,variant_index,cosine,threshold,recommended_threshold,predicted_match,expected_match,correct_at_threshold,text_a,text_b
sem_0008_related_but_not_equivalent,sem_0008,brownian_law_of_large_numbers,related_but_not_equivalent,1,0.817852,0.705000,0.705000,True,False,False,Hence by the law of large numbers for Brownian motion,Brownian motion has sublinear growth along large times.
sem_0008_related_but_not_equivalent,sem_0008,brownian_law_of_large_numbers,related_but_not_equivalent,2,0.748016,0.705000,0.705000,True,False,False,Hence by the law of large numbers for Brownian motion,The strong law describes almost sure asymptotic averages.
sem_0008_unrelated,sem_0008,brownian_law_of_large_numbers,unrelated,1,0.568326,0.705000,0.705000,False,False,True,Hence by the law of large numbers for Brownian motion,A holomorphic function is complex differentiable in a neighborhood.
sem_0008_unrelated,sem_0008,brownian_law_of_large_numbers,unrelated,2,0.594872,0.705000,0.705000,False,False,True,Hence by the law of large numbers for Brownian motion,The trace of a square matrix is the sum of its diagonal entries.
sem_0009_equivalent,sem_0009,brownian_time_inversion,equivalent,1,0.775940,0.705000,0.705000,True,True,True,compute $\lim_{t \to 0^+} t W_{1/t}$,Study the limit at zero of the time-inverted Brownian motion t W_{1/t}.
sem_0009_equivalent,sem_0009,brownian_time_inversion,equivalent,2,0.756677,0.705000,0.705000,True,True,True,compute $\lim_{t \to 0^+} t W_{1/t}$,Use Brownian time inversion to analyze t W(1/t) as t tends to zero.
sem_0009_related_but_not_equivalent,sem_0009,brownian_time_inversion,related_but_not_equivalent,1,0.722166,0.705000,0.705000,True,False,False,compute $\lim_{t \to 0^+} t W_{1/t}$,The process t W_{1/t} is related to Brownian time inversion.
sem_0009_related_but_not_equivalent,sem_0009,brownian_time_inversion,related_but_not_equivalent,2,0.653542,0.705000,0.705000,False,False,True,compute $\lim_{t \to 0^+} t W_{1/t}$,Brownian scaling relates W_t and rescaled Brownian paths.
sem_0009_unrelated,sem_0009,brownian_time_inversion,unrelated,1,0.534694,0.705000,0.705000,False,False,True,compute $\lim_{t \to 0^+} t W_{1/t}$,Bayes' rule expresses a conditional probability using a likelihood and prior.
sem_0009_unrelated,sem_0009,brownian_time_inversion,unrelated,2,0.614491,0.705000,0.705000,False,False,True,compute $\lim_{t \to 0^+} t W_{1/t}$,The Fourier transform converts convolution into multiplication.
sem_0010_equivalent,sem_0010,bounded_stopping_time,equivalent,1,0.893761,0.705000,0.705000,True,True,True,$\tau$ is a bounded stopping time,Tau is a stopping time bounded by a deterministic finite constant.
sem_0010_equivalent,sem_0010,bounded_stopping_time,equivalent,2,0.748490,0.705000,0.705000,True,True,True,$\tau$ is a bounded stopping time,There exists M such that tau is less than or equal to M almost surely.
sem_0010_related_but_not_equivalent,sem_0010,bounded_stopping_time,related_but_not_equivalent,1,0.735381,0.705000,0.705000,True,False,False,$\tau$ is a bounded stopping time,A stopping time is a random time determined by the available filtration.
sem_0010_related_but_not_equivalent,sem_0010,bounded_stopping_time,related_but_not_equivalent,2,0.831038,0.705000,0.705000,True,False,False,$\tau$ is a bounded stopping time,Optional stopping theorems often require bounded stopping times.
sem_0010_unrelated,sem_0010,bounded_stopping_time,unrelated,1,0.574210,0.705000,0.705000,False,False,True,$\tau$ is a bounded stopping time,A vector space basis is a linearly independent spanning set.
sem_0010_unrelated,sem_0010,bounded_stopping_time,unrelated,2,0.527226,0.705000,0.705000,False,False,True,$\tau$ is a bounded stopping time,The area of a circle is pi times the square of its radius.
sem_0011_equivalent,sem_0011,martingale_property,equivalent,1,0.829119,0.705000,0.705000,True,True,True,$(W_t)_{t\geq 0}$ is a martingale.,Brownian motion is a martingale with respect to its natural filtration.
sem_0011_equivalent,sem_0011,martingale_property,equivalent,2,0.775569,0.705000,0.705000,True,True,True,$(W_t)_{t\geq 0}$ is a martingale.,"For s <= t, the conditional expectation E[W_t | F_s] equals W_s."
sem_0011_related_but_not_equivalent,sem_0011,martingale_property,related_but_not_equivalent,1,0.694484,0.705000,0.705000,False,False,True,$(W_t)_{t\geq 0}$ is a martingale.,Brownian motion is adapted to its natural filtration.
sem_0011_related_but_not_equivalent,sem_0011,martingale_property,related_but_not_equivalent,2,0.830927,0.705000,0.705000,True,False,False,$(W_t)_{t\geq 0}$ is a martingale.,"For a martingale, future conditional expectation equals the present value."
sem_0011_unrelated,sem_0011,martingale_property,unrelated,1,0.590069,0.705000,0.705000,False,False,True,$(W_t)_{t\geq 0}$ is a martingale.,The Euclidean algorithm computes the greatest common divisor.
sem_0011_unrelated,sem_0011,martingale_property,unrelated,2,0.699955,0.705000,0.705000,False,False,True,$(W_t)_{t\geq 0}$ is a martingale.,A differentiable convex function has monotone derivative.
sem_0012_equivalent,sem_0012,doob_optional_stopping_theorem,equivalent,1,0.861170,0.705000,0.705000,True,True,True,Apply Doob's optional stopping theorem to $(W_t)_{t\geq 0}$ at $\tau$,Use optional stopping for the martingale W_t at the bounded stopping time tau.
sem_0012_equivalent,sem_0012,doob_optional_stopping_theorem,equivalent,2,0.896404,0.705000,0.705000,True,True,True,Apply Doob's optional stopping theorem to $(W_t)_{t\geq 0}$ at $\tau$,"By Doob's optional stopping theorem, E[W_tau] equals E[W_0] under the bounded stopping time condition."
sem_0012_related_but_not_equivalent,sem_0012,doob_optional_stopping_theorem,related_but_not_equivalent,1,0.735641,0.705000,0.705000,True,False,False,Apply Doob's optional stopping theorem to $(W_t)_{t\geq 0}$ at $\tau$,A bounded stopping time is a common condition in optional stopping.
sem_0012_related_but_not_equivalent,sem_0012,doob_optional_stopping_theorem,related_but_not_equivalent,2,0.766726,0.705000,0.705000,True,False,False,Apply Doob's optional stopping theorem to $(W_t)_{t\geq 0}$ at $\tau$,Optional stopping is a result about martingales evaluated at stopping times.
sem_0012_unrelated,sem_0012,doob_optional_stopping_theorem,unrelated,1,0.621977,0.705000,0.705000,False,False,True,Apply Doob's optional stopping theorem to $(W_t)_{t\geq 0}$ at $\tau$,A symmetric matrix is diagonalizable with real eigenvalues.
sem_0012_unrelated,sem_0012,doob_optional_stopping_theorem,unrelated,2,0.663112,0.705000,0.705000,False,False,True,Apply Doob's optional stopping theorem to $(W_t)_{t\geq 0}$ at $\tau$,The chain rule differentiates a composition of functions.
