pair_id,source_statement_id,concept,label,variant_index,cosine,threshold,recommended_threshold,predicted_match,expected_match,correct_at_threshold,text_a,text_b
sem_0008_unrelated,sem_0008,brownian_law_of_large_numbers,unrelated,1,0.843901,0.920000,0.920000,False,False,True,Hence by the law of large numbers for Brownian motion,"For Brownian motion, increments over disjoint intervals are independent."
sem_0008_unrelated,sem_0008,brownian_law_of_large_numbers,unrelated,2,0.809206,0.920000,0.920000,False,False,True,Hence by the law of large numbers for Brownian motion,Kolmogorov's theorem can be used to obtain continuous sample paths.
sem_0009_equivalent,sem_0009,brownian_time_inversion,equivalent,1,0.933941,0.920000,0.920000,True,True,True,compute $\lim_{t \to 0^+} t W_{1/t}$,Study the limit at zero of the time-inverted Brownian motion t W_{1/t}.
sem_0009_equivalent,sem_0009,brownian_time_inversion,equivalent,2,0.938345,0.920000,0.920000,True,True,True,compute $\lim_{t \to 0^+} t W_{1/t}$,Use Brownian time inversion to analyze t W(1/t) as t tends to zero.
sem_0009_unrelated,sem_0009,brownian_time_inversion,unrelated,1,0.822793,0.920000,0.920000,False,False,True,compute $\lim_{t \to 0^+} t W_{1/t}$,A centered Gaussian process has mean zero.
sem_0009_unrelated,sem_0009,brownian_time_inversion,unrelated,2,0.865819,0.920000,0.920000,False,False,True,compute $\lim_{t \to 0^+} t W_{1/t}$,The optional stopping theorem applies to martingales at stopping times.
sem_0010_equivalent,sem_0010,bounded_stopping_time,equivalent,1,0.939883,0.920000,0.920000,True,True,True,$\tau$ is a bounded stopping time,Tau is a stopping time bounded by a deterministic finite constant.
sem_0010_equivalent,sem_0010,bounded_stopping_time,equivalent,2,0.883620,0.920000,0.920000,False,True,False,$\tau$ is a bounded stopping time,There exists M such that tau is less than or equal to M almost surely.
sem_0010_unrelated,sem_0010,bounded_stopping_time,unrelated,1,0.903945,0.920000,0.920000,False,False,True,$\tau$ is a bounded stopping time,Brownian motion has Gaussian increments.
sem_0010_unrelated,sem_0010,bounded_stopping_time,unrelated,2,0.909975,0.920000,0.920000,False,False,True,$\tau$ is a bounded stopping time,The distribution of increments depends only on elapsed time.
sem_0011_equivalent,sem_0011,martingale_property,equivalent,1,0.883035,0.920000,0.920000,False,True,False,$(W_t)_{t\geq 0}$ is a martingale.,Brownian motion is a martingale with respect to its natural filtration.
sem_0011_equivalent,sem_0011,martingale_property,equivalent,2,0.951333,0.920000,0.920000,True,True,True,$(W_t)_{t\geq 0}$ is a martingale.,"For s <= t, the conditional expectation E[W_t | F_s] equals W_s."
sem_0011_unrelated,sem_0011,martingale_property,unrelated,1,0.908603,0.920000,0.920000,False,False,True,$(W_t)_{t\geq 0}$ is a martingale.,Kolmogorov's theorem gives a continuous modification.
sem_0011_unrelated,sem_0011,martingale_property,unrelated,2,0.917736,0.920000,0.920000,False,False,True,$(W_t)_{t\geq 0}$ is a martingale.,Brownian time inversion studies t W_{1/t} near zero.
sem_0012_equivalent,sem_0012,doob_optional_stopping_theorem,equivalent,1,0.926462,0.920000,0.920000,True,True,True,Apply Doob's optional stopping theorem to $(W_t)_{t\geq 0}$ at $\tau$,Use optional stopping for the martingale W_t at the bounded stopping time tau.
sem_0012_equivalent,sem_0012,doob_optional_stopping_theorem,equivalent,2,0.966181,0.920000,0.920000,True,True,True,Apply Doob's optional stopping theorem to $(W_t)_{t\geq 0}$ at $\tau$,"By Doob's optional stopping theorem, E[W_tau] equals E[W_0] under the bounded stopping time condition."
sem_0012_unrelated,sem_0012,doob_optional_stopping_theorem,unrelated,1,0.890783,0.920000,0.920000,False,False,True,Apply Doob's optional stopping theorem to $(W_t)_{t\geq 0}$ at $\tau$,The increments of Brownian motion are normally distributed.
sem_0012_unrelated,sem_0012,doob_optional_stopping_theorem,unrelated,2,0.881987,0.920000,0.920000,False,False,True,Apply Doob's optional stopping theorem to $(W_t)_{t\geq 0}$ at $\tau$,The process is centered Gaussian.
