language,pair_id,source_statement_id,concept,label,variant_index,cosine,threshold,recommended_threshold,predicted_match,expected_match,correct_at_threshold,text_a,text_b
en,sem_0011_equivalent,sem_0011,martingale_property,equivalent,2,0.546537,0.480000,0.480000,True,True,True,$(W_t)_{t\geq 0}$ is a martingale.,"For s <= t, the conditional expectation E[W_t | F_s] equals W_s."
en,sem_0011_related_but_not_equivalent,sem_0011,martingale_property,related_but_not_equivalent,1,0.002629,0.480000,0.480000,False,False,True,$(W_t)_{t\geq 0}$ is a martingale.,Brownian motion is adapted to its natural filtration.
en,sem_0011_related_but_not_equivalent,sem_0011,martingale_property,related_but_not_equivalent,2,0.237626,0.480000,0.480000,False,False,True,$(W_t)_{t\geq 0}$ is a martingale.,"For a martingale, future conditional expectation equals the present value."
en,sem_0011_unrelated,sem_0011,martingale_property,unrelated,1,0.185801,0.480000,0.480000,False,False,True,$(W_t)_{t\geq 0}$ is a martingale.,The Euclidean algorithm computes the greatest common divisor.
en,sem_0011_unrelated,sem_0011,martingale_property,unrelated,2,0.360539,0.480000,0.480000,False,False,True,$(W_t)_{t\geq 0}$ is a martingale.,A differentiable convex function has monotone derivative.
en,sem_0012_equivalent,sem_0012,doob_optional_stopping_theorem,equivalent,1,0.640840,0.480000,0.480000,True,True,True,Apply Doob's optional stopping theorem to $(W_t)_{t\geq 0}$ at $\tau$,Use optional stopping for the martingale W_t at the bounded stopping time tau.
en,sem_0012_equivalent,sem_0012,doob_optional_stopping_theorem,equivalent,2,0.796158,0.480000,0.480000,True,True,True,Apply Doob's optional stopping theorem to $(W_t)_{t\geq 0}$ at $\tau$,"By Doob's optional stopping theorem, E[W_tau] equals E[W_0] under the bounded stopping time condition."
en,sem_0012_related_but_not_equivalent,sem_0012,doob_optional_stopping_theorem,related_but_not_equivalent,1,0.472768,0.480000,0.480000,False,False,True,Apply Doob's optional stopping theorem to $(W_t)_{t\geq 0}$ at $\tau$,A bounded stopping time is a common condition in optional stopping.
en,sem_0012_related_but_not_equivalent,sem_0012,doob_optional_stopping_theorem,related_but_not_equivalent,2,0.473348,0.480000,0.480000,False,False,True,Apply Doob's optional stopping theorem to $(W_t)_{t\geq 0}$ at $\tau$,Optional stopping is a result about martingales evaluated at stopping times.
en,sem_0012_unrelated,sem_0012,doob_optional_stopping_theorem,unrelated,1,0.259569,0.480000,0.480000,False,False,True,Apply Doob's optional stopping theorem to $(W_t)_{t\geq 0}$ at $\tau$,A symmetric matrix is diagonalizable with real eigenvalues.
en,sem_0012_unrelated,sem_0012,doob_optional_stopping_theorem,unrelated,2,0.337730,0.480000,0.480000,False,False,True,Apply Doob's optional stopping theorem to $(W_t)_{t\geq 0}$ at $\tau$,The chain rule differentiates a composition of functions.
