call1_model,strategy,cases,expected_cases,found_cases,missing_cases,generation_coverage,D1_mean_best_score,D1_coverage,D1_precision,D1_f1,D3_mean_best_score,D3_coverage,D3_precision,D3_f1,D4_mean_best_score,D4_coverage,D4_precision,D4_f1,D2_order_score,D2_order_coverage,D2_strict_order_score,overall_mean_score,overall_with_D2_score,end_to_end_overall_mean_score,end_to_end_overall_with_D2_score,D4_global_assumption_mean_best_score,D4_global_assumption_recall,D4_global_assumption_precision,D4_global_assumption_f1,D4_local_assumption_mean_best_score,D4_local_assumption_recall,D4_local_assumption_precision,D4_local_assumption_f1,D4_gt_precondition_mean_best_score,D4_gt_precondition_recall,D4_gt_precondition_precision,D4_gt_precondition_f1,D4_previous_outcome_mean_best_score,D4_previous_outcome_recall,D4_previous_outcome_precision,D4_previous_outcome_f1
llama3.1-8b,seq,2,2,2,0,1.000000,0.514323,0.550000,0.700000,0.610000,0.327388,0.500000,0.550000,0.522728,0.596463,0.783334,1.000000,0.873684,1.000000,0.583333,0.583333,0.479391,0.505377,0.479391,0.505377,0.347300,0.000000,0.000000,0.000000,0.954157,1.000000,1.000000,1.000000,0.629833,0.875000,1.000000,0.928571,0.439830,0.833333,0.875000,0.852941
llama3.2-1b,acc,2,2,2,0,1.000000,0.678817,0.800000,0.857143,0.791667,0.173170,0.200000,0.500000,0.285714,0.595827,0.819445,1.000000,0.899160,1.000000,0.583333,0.583333,0.482604,0.507787,0.482604,0.507787,0.547295,0.500000,0.571429,0.533333,0.975164,1.000000,0.857143,0.923077,0.584149,0.857143,1.000000,0.916667,0.632329,0.916667,1.000000,0.954546
llama3.2-1b,gtf,2,2,2,0,1.000000,0.611593,0.850000,0.863636,0.856688,0.116810,0.200000,0.318182,0.245614,0.660778,0.838889,1.000000,0.911184,0.500000,0.500000,0.500000,0.463060,0.472295,0.463060,0.472295,0.655706,0.500000,0.500000,0.500000,0.933150,1.000000,1.000000,1.000000,0.651801,0.803571,0.954546,0.869748,0.589682,1.000000,0.944445,0.970588
llama3.2-1b,self,2,2,2,0,1.000000,0.584008,0.800000,1.000000,0.875000,0.123092,0.100000,0.500000,0.166666,0.487304,0.502778,1.000000,0.667488,0.500000,0.500000,0.500000,0.398135,0.423600,0.398135,0.423600,0.337925,0.000000,0.000000,0.000000,0.948921,1.000000,1.000000,1.000000,0.498347,0.464286,1.000000,0.633333,0.401655,0.750000,1.000000,0.833333
llama3.2-1b,seq,2,2,2,0,1.000000,0.604294,0.650000,1.000000,0.730769,0.088514,0.100000,0.500000,0.166666,0.582620,0.850000,1.000000,0.911764,0.500000,0.500000,0.500000,0.425143,0.443857,0.425143,0.443857,0.483996,1.000000,0.750000,0.857143,0.987582,1.000000,0.750000,0.857143,0.595697,0.892857,1.000000,0.940000,0.562974,0.750000,1.000000,0.833333
qwen2.5-coder-0.5b,acc,2,2,2,0,1.000000,0.621990,0.850000,1.000000,0.911764,0.103724,0.050000,0.250000,0.083334,0.481638,0.502778,1.000000,0.667488,1.000000,0.583333,0.583333,0.402450,0.447671,0.402450,0.447671,0.345944,0.000000,0.000000,0.000000,0.933150,1.000000,1.000000,1.000000,0.493839,0.464286,1.000000,0.633333,0.376447,0.750000,1.000000,0.833333
qwen2.5-coder-0.5b,gtf,2,2,2,0,1.000000,0.666791,0.900000,1.000000,0.944445,0.118552,0.150000,0.500000,0.230769,0.584707,0.800000,1.000000,0.875000,1.000000,0.583333,0.583333,0.456683,0.488345,0.456683,0.488345,0.672283,1.000000,1.000000,1.000000,0.966575,1.000000,1.000000,1.000000,0.563099,0.750000,1.000000,0.833333,0.535591,0.916667,1.000000,0.954546
qwen2.5-coder-0.5b,self,2,2,2,0,1.000000,0.602326,0.850000,1.000000,0.911764,0.084503,0.050000,0.250000,0.083334,0.561052,0.663889,1.000000,0.792339,1.000000,0.583333,0.583333,0.415961,0.457804,0.415961,0.457804,0.589851,0.500000,0.500000,0.500000,0.933150,1.000000,1.000000,1.000000,0.579661,0.660714,1.000000,0.792208,0.376447,0.750000,1.000000,0.833333
qwen2.5-coder-0.5b,seq,2,2,2,0,1.000000,0.634822,0.650000,0.708333,0.614286,0.103794,0.050000,0.125000,0.071429,0.632897,0.800000,0.833333,0.775000,0.500000,0.500000,0.500000,0.457171,0.467878,0.457171,0.467878,0.801913,1.000000,0.500000,0.666667,0.966575,1.000000,0.500000,0.666667,0.634994,0.821429,0.833333,0.791305,0.490602,0.750000,1.000000,0.833333
qwen3-0.6b,acc,1,2,1,1,0.500000,0.428988,0.700000,1.000000,0.823529,0.211529,0.100000,0.500000,0.166667,0.416005,0.550000,1.000000,0.709677,0.000000,0.000000,0.000000,0.352174,0.264130,0.176087,0.132065,,,,,,,,,0.443837,0.571429,1.000000,0.727273,0.351064,0.500000,1.000000,0.666667
qwen3-0.6b,self,2,2,2,0,1.000000,0.659452,0.800000,1.000000,0.875000,0.375140,0.600000,0.750000,0.642857,0.571484,0.663889,1.000000,0.792339,1.000000,0.583333,0.583333,0.535359,0.547353,0.535359,0.547353,0.589851,0.500000,0.500000,0.500000,0.933150,1.000000,1.000000,1.000000,0.580453,0.660714,1.000000,0.792208,0.462434,0.750000,1.000000,0.833333
tinyllama,acc,2,2,2,0,1.000000,0.679456,0.850000,1.000000,0.911764,0.137391,0.100000,0.375000,0.157894,0.484464,0.502778,1.000000,0.667488,1.000000,0.583333,0.583333,0.433770,0.471161,0.433770,0.471161,0.345944,0.000000,0.000000,0.000000,0.933150,1.000000,1.000000,1.000000,0.497876,0.464286,1.000000,0.633333,0.376447,0.750000,1.000000,0.833333
tinyllama,gtf,1,2,1,1,0.500000,0.427477,0.700000,1.000000,0.823529,0.301467,0.400000,1.000000,0.571429,0.415368,0.550000,1.000000,0.709677,0.000000,0.000000,0.000000,0.381437,0.286078,0.190719,0.143039,,,,,,,,,0.405536,0.500000,1.000000,0.666667,0.438308,0.666667,1.000000,0.800000
tinyllama,self,2,2,2,0,1.000000,0.631194,0.900000,1.000000,0.944445,0.159728,0.150000,0.500000,0.230769,0.580801,0.794444,1.000000,0.882352,0.666667,0.750000,0.583333,0.457241,0.488765,0.457241,0.488765,0.571360,0.500000,0.500000,0.500000,0.769897,1.000000,1.000000,1.000000,0.578792,0.892857,1.000000,0.940000,0.558790,0.750000,1.000000,0.833333
tinyllama,seq,2,2,2,0,1.000000,0.614950,0.800000,1.000000,0.875000,0.128259,0.150000,0.187500,0.166666,0.514219,0.577778,1.000000,0.732143,0.500000,0.500000,0.500000,0.419142,0.439357,0.419142,0.439357,0.345944,0.000000,0.000000,0.000000,0.933150,1.000000,1.000000,1.000000,0.530793,0.571429,1.000000,0.724638,0.398823,0.750000,1.000000,0.833333
