language,pair_id,source_statement_id,concept,label,variant_index,cosine,threshold,recommended_threshold,predicted_match,expected_match,correct_at_threshold,text_a,text_b
fr,sem_0008_equivalent,sem_0008,brownian_law_of_large_numbers,equivalent,2,0.928063,0.950000,0.950000,False,True,False,par la loi des grands nombres pour le brownien,Le taux de croissance moyen du mouvement brownien est presque sûrement nul à long terme.
fr,sem_0008_related_but_not_equivalent,sem_0008,brownian_law_of_large_numbers,related_but_not_equivalent,1,0.929858,0.950000,0.950000,False,False,True,par la loi des grands nombres pour le brownien,Le mouvement brownien a une croissance sous-linéaire aux grands temps.
fr,sem_0008_related_but_not_equivalent,sem_0008,brownian_law_of_large_numbers,related_but_not_equivalent,2,0.952400,0.950000,0.950000,True,False,False,par la loi des grands nombres pour le brownien,La loi forte des grands nombres décrit la convergence presque sûre de moyennes asymptotiques.
fr,sem_0008_unrelated,sem_0008,brownian_law_of_large_numbers,unrelated,1,0.937649,0.950000,0.950000,False,False,True,par la loi des grands nombres pour le brownien,Une fonction holomorphe est dérivable au sens complexe dans un voisinage.
fr,sem_0008_unrelated,sem_0008,brownian_law_of_large_numbers,unrelated,2,0.938910,0.950000,0.950000,False,False,True,par la loi des grands nombres pour le brownien,La trace d'une matrice carrée est la somme de ses éléments diagonaux.
fr,sem_0009_equivalent,sem_0009,brownian_time_inversion,equivalent,1,0.881264,0.950000,0.950000,False,True,False,calculer $\lim_{t \to 0^+} t W_{1/t}$,On étudie à l'origine le processus brownien inversé en temps t W_{1/t}.
fr,sem_0009_equivalent,sem_0009,brownian_time_inversion,equivalent,2,0.877454,0.950000,0.950000,False,True,False,calculer $\lim_{t \to 0^+} t W_{1/t}$,L'inversion du temps brownien permet d'analyser t W_{1/t} lorsque t tend vers zéro.
fr,sem_0009_related_but_not_equivalent,sem_0009,brownian_time_inversion,related_but_not_equivalent,1,0.875197,0.950000,0.950000,False,False,True,calculer $\lim_{t \to 0^+} t W_{1/t}$,Le processus t W_{1/t} est lié à l'inversion du temps du mouvement brownien.
fr,sem_0009_related_but_not_equivalent,sem_0009,brownian_time_inversion,related_but_not_equivalent,2,0.852513,0.950000,0.950000,False,False,True,calculer $\lim_{t \to 0^+} t W_{1/t}$,La propriété d'échelle relie W_t à des trajectoires browniennes renormalisées.
fr,sem_0009_unrelated,sem_0009,brownian_time_inversion,unrelated,1,0.851485,0.950000,0.950000,False,False,True,calculer $\lim_{t \to 0^+} t W_{1/t}$,La formule de Bayes exprime une probabilité conditionnelle à partir d'une vraisemblance.
fr,sem_0009_unrelated,sem_0009,brownian_time_inversion,unrelated,2,0.823502,0.950000,0.950000,False,False,True,calculer $\lim_{t \to 0^+} t W_{1/t}$,La transformée de Fourier transforme une convolution en un produit.
fr,sem_0010_equivalent,sem_0010,bounded_stopping_time,equivalent,1,0.933923,0.950000,0.950000,False,True,False,$\tau$ est un temps d'arr\^et born\'e,Tau est un temps d'arrêt majoré par une constante déterministe finie.
fr,sem_0010_equivalent,sem_0010,bounded_stopping_time,equivalent,2,0.908351,0.950000,0.950000,False,True,False,$\tau$ est un temps d'arr\^et born\'e,Il existe une constante M telle que tau soit presque sûrement inférieur ou égal à M.
fr,sem_0010_related_but_not_equivalent,sem_0010,bounded_stopping_time,related_but_not_equivalent,1,0.917676,0.950000,0.950000,False,False,True,$\tau$ est un temps d'arr\^et born\'e,Un temps d'arrêt est un temps aléatoire déterminé par l'information disponible.
fr,sem_0010_related_but_not_equivalent,sem_0010,bounded_stopping_time,related_but_not_equivalent,2,0.928997,0.950000,0.950000,False,False,True,$\tau$ est un temps d'arr\^et born\'e,Les théorèmes d'arrêt optionnel imposent souvent que le temps d'arrêt soit borné.
fr,sem_0010_unrelated,sem_0010,bounded_stopping_time,unrelated,1,0.943540,0.950000,0.950000,False,False,True,$\tau$ est un temps d'arr\^et born\'e,Une base d'un espace vectoriel est une famille libre et génératrice.
fr,sem_0010_unrelated,sem_0010,bounded_stopping_time,unrelated,2,0.936001,0.950000,0.950000,False,False,True,$\tau$ est un temps d'arr\^et born\'e,L'aire d'un disque est égale à pi multiplié par le carré de son rayon.
fr,sem_0011_equivalent,sem_0011,martingale_property,equivalent,1,0.834794,0.950000,0.950000,False,True,False,$(W_t)_{t\geq 0}$ est une martingale.,Le mouvement brownien est une martingale pour sa filtration naturelle.
fr,sem_0011_equivalent,sem_0011,martingale_property,equivalent,2,0.849350,0.950000,0.950000,False,True,False,$(W_t)_{t\geq 0}$ est une martingale.,"Pour s inférieur à t, l'espérance conditionnelle de W_t sachant F_s est égale à W_s."
fr,sem_0011_related_but_not_equivalent,sem_0011,martingale_property,related_but_not_equivalent,1,0.812245,0.950000,0.950000,False,False,True,$(W_t)_{t\geq 0}$ est une martingale.,Le mouvement brownien est adapté à sa filtration naturelle.
fr,sem_0011_related_but_not_equivalent,sem_0011,martingale_property,related_but_not_equivalent,2,0.838655,0.950000,0.950000,False,False,True,$(W_t)_{t\geq 0}$ est une martingale.,"Pour une martingale, l'espérance conditionnelle d'une valeur future est la valeur présente."
fr,sem_0011_unrelated,sem_0011,martingale_property,unrelated,1,0.840695,0.950000,0.950000,False,False,True,$(W_t)_{t\geq 0}$ est une martingale.,L'algorithme d'Euclide calcule le plus grand commun diviseur.
fr,sem_0011_unrelated,sem_0011,martingale_property,unrelated,2,0.795384,0.950000,0.950000,False,False,True,$(W_t)_{t\geq 0}$ est une martingale.,La dérivée d'une fonction convexe différentiable est croissante.
fr,sem_0012_equivalent,sem_0012,doob_optional_stopping_theorem,equivalent,1,0.958003,0.950000,0.950000,True,True,True,Appliquez le théorème d'arrêt optionnel de Doob à $(W_t)_{t\geq 0}$ au temps d'arrêt $\tau$,On applique le théorème d'arrêt optionnel à la martingale W au temps d'arrêt borné tau.
fr,sem_0012_equivalent,sem_0012,doob_optional_stopping_theorem,equivalent,2,0.966355,0.950000,0.950000,True,True,True,Appliquez le théorème d'arrêt optionnel de Doob à $(W_t)_{t\geq 0}$ au temps d'arrêt $\tau$,"D'après le théorème d'arrêt optionnel de Doob, l'espérance de W_tau égale celle de W_0 lorsque tau est borné."
fr,sem_0012_related_but_not_equivalent,sem_0012,doob_optional_stopping_theorem,related_but_not_equivalent,1,0.937126,0.950000,0.950000,False,False,True,Appliquez le théorème d'arrêt optionnel de Doob à $(W_t)_{t\geq 0}$ au temps d'arrêt $\tau$,Le caractère borné du temps d'arrêt est une hypothèse fréquente du théorème d'arrêt optionnel.
fr,sem_0012_related_but_not_equivalent,sem_0012,doob_optional_stopping_theorem,related_but_not_equivalent,2,0.929434,0.950000,0.950000,False,False,True,Appliquez le théorème d'arrêt optionnel de Doob à $(W_t)_{t\geq 0}$ au temps d'arrêt $\tau$,L'arrêt optionnel concerne les martingales évaluées en des temps d'arrêt.
fr,sem_0012_unrelated,sem_0012,doob_optional_stopping_theorem,unrelated,1,0.916783,0.950000,0.950000,False,False,True,Appliquez le théorème d'arrêt optionnel de Doob à $(W_t)_{t\geq 0}$ au temps d'arrêt $\tau$,Une matrice symétrique réelle est diagonalisable avec des valeurs propres réelles.
fr,sem_0012_unrelated,sem_0012,doob_optional_stopping_theorem,unrelated,2,0.918605,0.950000,0.950000,False,False,True,Appliquez le théorème d'arrêt optionnel de Doob à $(W_t)_{t\geq 0}$ au temps d'arrêt $\tau$,La règle de dérivation en chaîne s'applique à une composition de fonctions.
